,BC,O3,PM2.5,MERRA2-BC
2019-06-17 02,,,,1.6671583414077753
2019-06-17 03,,,,1.2682722234725945
2019-06-17 04,,,,1.0215808296203603
2019-06-17 05,,,,0.9122231817245474
2019-06-17 06,,,,0.8979623317718497
2019-06-17 07,,,,0.8810456991195671
2019-06-17 08,1.07,,16.47,0.8824099636077875
2019-06-17 09,1.6,,15.97,0.8995448279380794
2019-06-17 10,2.04,,19.03,1.0395524692535405
2019-06-17 11,2.13,,15.96,1.2865893745422377
2019-06-17 12,2.39,,15.41,1.4685974645614648
2019-06-17 13,1.82,,16.14,1.595417413711551
2019-06-17 14,1.31,,19.87,1.6912781429290813
2019-06-17 15,1.19,,16.53,1.781882081031804
2019-06-17 16,0.55,,12.47,1.892203726768499
2019-06-17 17,0.43,,10.88,2.010547142028815
2019-06-17 18,0.39,,12.26,2.1363121795654365
2019-06-17 19,0.47,,12.36,2.2759014034271314
2019-06-17 20,0.57,,10.39,2.436081614494332
2019-06-17 21,0.41,,3.81,2.5961161947250453
2019-06-17 22,0.73,,2.49,2.7528039073944184
2019-06-17 23,1.35,,4.83,2.844826893806468
2019-06-18 00,0.79,,7.11,2.301858291625983
2019-06-18 01,1.25,,6.39,1.6717603492736857
2019-06-18 02,0.79,,17.0,1.2547115826606778
2019-06-18 03,0.6,,29.29,1.000134975910189
2019-06-18 04,0.66,,14.51,0.8775441312789936
2019-06-18 05,0.39,,6.65,0.8200822544097915
2019-06-18 06,0.65,,6.56,0.7732614803314223
2019-06-18 07,1.14,,14.44,0.7697599387168897
2019-06-18 08,1.34,,17.31,0.7836115479469312
2019-06-18 09,2.03,,19.76,0.8337337994575513
2019-06-18 10,2.95,,28.18,0.9506493544578566
2019-06-18 11,3.87,,37.35,1.1690918445587175
2019-06-18 12,2.31,,44.44,1.381067721843722
2019-06-18 13,1.01,,33.5,1.578228077888492
2019-06-18 14,0.54,,30.2,1.760181703567509
2019-06-18 15,0.27,,32.47,1.9276012516021772
2019-06-18 16,0.21,,21.35,2.074375481605535
2019-06-18 17,0.35,,14.67,2.196848583221441
2019-06-18 18,0.36,,11.81,2.288070912361152
2019-06-18 19,0.3,,11.25,2.321831688880927
2019-06-18 20,0.39,,12.02,2.293655543327338
2019-06-18 21,0.42,,10.01,2.236374731063849
2019-06-18 22,1.33,,10.24,2.1696182537078923
2019-06-18 23,0.57,,10.48,2.107392110824591
2019-06-19 00,0.41,,10.79,2.0404876470565854
2019-06-19 01,0.43,,13.96,1.5555906319618265
2019-06-19 02,0.3,,18.76,1.193366153240207
2019-06-19 03,0.21,,21.2,1.003199956417086
2019-06-19 04,0.25,,23.18,0.9267387437820452
2019-06-19 05,0.17,,21.86,0.8767801880836502
2019-06-19 06,0.28,,21.04,1.1739212131500254
2019-06-19 07,0.22,,10.39,1.1474003076553352
2019-06-19 08,1.03,,10.55,1.1402335119247442
2019-06-19 09,1.35,,8.84,1.1203155660629276
2019-06-19 10,1.95,,8.31,1.1960219287872318
2019-06-19 11,1.73,,9.4,1.3882345342636118
2019-06-19 12,1.9,,7.21,1.5454861116409315
2019-06-19 13,1.4,,5.31,1.6660488033294705
2019-06-19 14,0.95,,5.46,1.771513776779178
2019-06-19 15,0.63,,6.19,1.889911837577824
2019-06-19 16,0.66,,6.41,2.035012612342839
2019-06-19 17,0.61,,6.95,2.1881533479690605
2019-06-19 18,0.41,,11.16,2.330343728065497
2019-06-19 19,0.43,,13.67,2.5236294984817578
2019-06-19 20,0.77,,14.86,2.7624628210067828
2019-06-19 21,1.05,,14.12,3.0657611227035617
2019-06-19 22,0.97,,11.46,3.417335243225108
2019-06-19 23,1.14,,10.1,3.753339152336132
2019-06-20 00,0.57,,10.77,3.840978002548229
2019-06-20 01,,,10.37,3.419918375015268
2019-06-20 02,0.58,,10.75,2.4674227571487464
2019-06-20 03,0.84,,9.82,2.356464405059816
2019-06-20 04,0.82,,9.57,1.956796016693115
2019-06-20 05,0.8,,10.68,1.706412186622619
2019-06-20 06,0.8,,10.05,2.5886765956878666
2019-06-20 07,0.4,,10.99,2.3045868110656738
2019-06-20 08,0.61,,12.05,2.0080187988281244
2019-06-20 09,1.16,,12.4,1.7592355585098265
2019-06-20 10,1.68,,12.36,1.7183811140060428
2019-06-20 11,1.62,,11.12,1.7612183332443252
2019-06-20 12,1.79,,7.51,1.7883394002914454
2019-06-20 13,0.85,,5.9,1.829357728958133
2019-06-20 14,0.31,,6.28,1.8964237928390544
2019-06-20 15,0.17,,4.93,2.0065636348724416
2019-06-20 16,0.24,,6.12,2.1691448736190857
2019-06-20 17,0.28,,7.36,2.3897337532043528
2019-06-20 18,0.26,,10.03,2.665856227874764
2019-06-20 19,0.34,,14.77,2.9745932817459195
2019-06-20 20,0.33,,19.57,3.296809549331674
2019-06-20 21,0.37,,20.35,3.5908669662475674
2019-06-20 22,0.5,,20.47,3.8176585102081377
2019-06-20 23,0.95,,16.12,3.957976303100593
2019-06-21 00,0.59,,8.05,3.92243252754212
2019-06-21 01,0.44,,5.82,3.0926458930969267
2019-06-21 02,0.4,,5.27,2.2326639842987053
2019-06-21 03,0.36,,6.17,1.5188743495941144
2019-06-21 04,0.46,,7.83,1.1342309427261328
2019-06-21 05,0.66,,9.61,0.9136059188842752
2019-06-21 06,0.72,,10.48,0.8239658260345438
2019-06-21 07,0.8,,8.28,0.7426933574676495
2019-06-21 08,0.88,,7.76,0.706004354953764
2019-06-21 09,1.87,,6.69,0.6820119118690471
2019-06-21 10,1.54,,6.95,0.8774804830551131
2019-06-21 11,1.45,,5.77,1.2458076763153068
2019-06-21 12,1.51,,5.71,1.561275010108948
2019-06-21 13,1.56,,4.85,1.7647834968566911
2019-06-21 14,1.24,,5.32,1.8703940439224271
2019-06-21 15,0.86,,5.63,1.9107574367523232
2019-06-21 16,0.71,,4.69,2.0871448898315483
2019-06-21 17,0.58,,8.47,2.3444226503372256
2019-06-21 18,0.56,,15.74,2.637025308609016
2019-06-21 19,0.49,,18.64,2.942942981719978
2019-06-21 20,0.45,,17.07,3.1988747215271065
2019-06-21 21,0.47,,20.09,3.3591277694702213
2019-06-21 22,,,18.44,3.479181089401251
2019-06-21 23,0.49,,15.46,3.546774606704717
2019-06-22 00,0.59,,13.78,3.4776167583465623
2019-06-22 01,0.43,,9.87,2.9726288986206093
2019-06-22 02,0.48,,10.64,2.205815896987916
2019-06-22 03,0.25,,11.91,1.6636841392517077
2019-06-22 04,0.39,,11.41,1.3706449127197249
2019-06-22 05,0.39,,13.12,1.147582216262815
2019-06-22 06,0.63,,12.79,1.0603253221511808
2019-06-22 07,0.45,,10.78,0.8567985868453947
2019-06-22 08,0.73,,12.03,0.7357812118530241
2019-06-22 09,1.04,,8.23,0.7767994213104215
2019-06-22 10,0.82,,7.36,1.070093274116513
2019-06-22 11,0.96,,7.6,1.4430225133895858
2019-06-22 12,0.83,,6.07,1.659391236305237
2019-06-22 13,0.5,,5.36,1.700809674263002
2019-06-22 14,0.45,,5.07,1.6322337150573754
2019-06-22 15,,,8.91,1.5394834756851228
2019-06-22 16,0.45,,10.13,1.624084744453434
2019-06-22 17,0.87,,12.56,1.814078044891362
2019-06-22 18,1.25,,13.51,2.101733102798468
2019-06-22 19,0.96,,14.95,2.448741741180426
2019-06-22 20,0.58,,15.33,2.815249929428108
2019-06-22 21,,,16.82,3.1370291280746545
2019-06-22 22,0.12,,17.7,3.3498872947692964
2019-06-22 23,0.49,,15.76,3.477543787956248
2019-06-23 00,0.39,,15.29,3.519235200881967
2019-06-23 01,0.39,,12.84,3.4379628372192466
2019-06-23 02,0.46,,12.14,3.198365888595588
2019-06-23 03,0.81,,12.87,2.657470817565922
2019-06-23 04,0.7,,12.7,2.1252707672119158
2019-06-23 05,0.81,,14.39,1.7673846530914306
2019-06-23 06,0.77,,15.35,1.5490695142745958
2019-06-23 07,,,17.01,1.3914177465438824
2019-06-23 08,0.79,,16.08,1.2761483669280984
2019-06-23 09,1.16,,17.07,1.177049813270567
2019-06-23 10,2.12,,20.33,1.2247619867324813
2019-06-23 11,2.15,,21.63,1.5573460102081291
2019-06-23 12,1.77,,19.56,1.8925675010681164
2019-06-23 13,,,16.28,2.1350570726394684
2019-06-23 14,0.57,,16.71,2.2824132823944137
2019-06-23 15,,,18.88,2.368506135940558
2019-06-23 16,,,20.51,2.457363691329963
2019-06-23 17,,,23.88,2.570632262229928
2019-06-23 18,,,30.64,2.674078140258798
2019-06-23 19,,,31.1,2.7495481157302955
2019-06-23 20,,,33.6,2.785873727798472
2019-06-23 21,,,30.88,2.727974700927744
2019-06-23 22,,,18.12,2.567230639457712
2019-06-23 23,,,16.1,2.382221269607552
2019-06-24 00,,,25.15,2.2531275272369453
2019-06-24 01,,,23.6,1.8924947929382372
2019-06-24 02,,,29.51,1.606240401268009
2019-06-24 03,,,9.61,1.5272962427139314
2019-06-24 04,,,6.09,1.4884972381591823
2019-06-24 05,,,8.59,1.4577017545700093
2019-06-24 06,,,11.81,1.4203942728042616
2019-06-24 07,,,10.04,1.4005308914184575
2019-06-24 08,,,9.86,1.3365206384658812
2019-06-24 09,,,14.81,1.2016425800323476
2019-06-24 10,,,11.88,1.2167765712738023
2019-06-24 11,,,4.26,1.4908437252044668
2019-06-24 12,,,5.03,1.824246258735657
2019-06-24 13,,,5.95,2.1214692163467426
2019-06-24 14,,,8.08,2.353881449699405
2019-06-24 15,,,11.24,2.526212501525884
2019-06-24 16,,,13.43,2.6758242845535345
2019-06-24 17,,,20.28,2.836277499198921
2019-06-24 18,,,22.32,3.03054552078248
2019-06-24 19,,,37.15,3.272289204597484
2019-06-24 20,,,42.12,3.555032825469982
2019-06-24 21,,,41.6,3.842796869277966
2019-06-24 22,,,38.32,4.045032072067272
2019-06-24 23,,,34.91,4.085595626831064
2019-06-25 00,,,31.23,3.492023134231575
2019-06-25 01,,,28.61,2.2707536983490013
2019-06-25 02,,,26.95,1.5312980794906614
2019-06-25 03,,,,1.402458968162534
2019-06-25 04,,,52.78,1.2240525150299046
2019-06-25 05,,,61.54,1.0985786533355686
2019-06-25 06,,,63.48,1.0001713132858254
2019-06-25 07,,,73.56,0.9507675647735576
2019-06-25 08,,,54.84,0.950822162628172
2019-06-25 09,,,60.07,0.983127379417418
2019-06-25 10,,,54.86,1.111766324043273
2019-06-25 11,,,58.46,1.3962744951248167
2019-06-25 12,,,64.16,1.621701831817628
2019-06-25 13,,,54.97,1.7857383155822777
2019-06-25 14,,,43.8,1.9255639219284093
2019-06-25 15,,,39.88,2.0478547143936208
2019-06-25 16,,,41.26,2.1709275388717715
2019-06-25 17,,,40.49,2.309334363937385
2019-06-25 18,,,38.57,2.534725437164315
2019-06-25 19,,,10.96,2.8562317514419644
2019-06-25 20,,,12.63,3.235290865898141
2019-06-25 21,,,11.28,3.591267137527474
2019-06-25 22,,,2.3,3.853601779937751
2019-06-25 23,,,2.88,3.9726001834869433
2019-06-26 00,,,2.84,3.734239826202395
2019-06-26 01,,,1.99,3.195382213592531
2019-06-26 02,,,3.76,2.55364287376404
2019-06-26 03,,,5.53,2.078995733261109
2019-06-26 04,,,6.66,1.6212288475036616
2019-06-26 05,,,11.33,1.217158575057982
2019-06-26 06,,,17.84,1.0842995786666854
2019-06-26 07,,,15.54,0.952968549728392
2019-06-26 08,,,10.05,0.858617568016051
2019-06-26 09,,,8.0,0.7864582467079153
2019-06-26 10,,,8.66,0.7774269866943351
2019-06-26 11,,,8.7,1.031003160476684
2019-06-26 12,,,6.8,1.381649751663208
2019-06-26 13,,,7.52,1.7318780088424692
2019-06-26 14,,,11.01,2.04336172103882
2019-06-26 15,,,10.43,2.2999665451049824
2019-06-26 16,,,12.2,2.48543073654175
2019-06-26 17,,,17.87,2.618216991424561
2019-06-26 18,,,19.13,2.7052738285064697
2019-06-26 19,,,18.56,2.766500940322875
2019-06-26 20,,,11.06,2.8116847229003885
2019-06-26 21,,,5.28,2.84140691757202
2019-06-26 22,,,4.12,2.8859357929229725
2019-06-26 23,,,4.59,2.788438272476196
2019-06-27 00,,,5.3,2.140550327301023
2019-06-27 01,,,6.4,1.4670695686340316
2019-06-27 02,,,6.96,1.1041447734832752
2019-06-27 03,,,6.21,1.2842247009277328
2019-06-27 04,,,8.65,1.099506373405455
2019-06-27 05,,,9.19,1.006556015014647
2019-06-27 06,,,10.41,0.8662936997413632
2019-06-27 07,,,10.43,0.8759252476692196
2019-06-27 08,,,11.13,0.8702954769134517
2019-06-27 09,,,11.59,0.8459937763214106
2019-06-27 10,,,9.26,0.9660107088088984
2019-06-27 11,,,5.14,1.234620909690857
2019-06-27 12,,,5.54,1.488497171401978
2019-06-27 13,,,4.88,1.7227102661132825
2019-06-27 14,,,4.55,1.9309482526779196
2019-06-27 15,,,5.08,2.1401866340637232
2019-06-27 16,,,6.35,2.289998502731326
2019-06-27 17,,,6.85,2.366032342910769
2019-06-27 18,,,8.75,2.371307296752932
2019-06-27 19,,,12.37,2.336782932281496
2019-06-27 20,,,15.05,2.291271991729737
2019-06-27 21,,,16.71,2.259475841522217
2019-06-27 22,,,17.52,2.264205255508423
2019-06-27 23,,,17.76,2.2588940429687505
2019-06-28 00,,,15.5,2.135784568786621
2019-06-28 01,,,13.17,1.6182275295257569
2019-06-28 02,,,13.95,1.1458359670639031
2019-06-28 03,,,11.62,0.5946913146972647
2019-06-28 04,,,11.75,0.5010133481025686
2019-06-28 05,,,11.0,0.4534740495681753
2019-06-28 06,,,12.26,0.6634400200843803
2019-06-28 07,,,9.36,0.642967278957366
2019-06-28 08,,,7.88,0.626887423992156
2019-06-28 09,,,6.57,0.5976744246482839
2019-06-28 10,,,4.76,0.6330537843704216
2019-06-28 11,,,4.34,0.8763163471221921
2019-06-28 12,,,4.35,1.1696101474761968
2019-06-28 13,,,4.54,1.4588294982910173
2019-06-28 14,,,4.75,1.7249658727645902
2019-06-28 15,,,5.45,1.974258289337162
2019-06-28 16,,,6.5,2.244414696693425
2019-06-28 17,,,6.89,2.522483515739446
2019-06-28 18,,,8.12,2.782217121124273
2019-06-28 19,,,12.81,2.9203511238098185
2019-06-28 20,,,13.21,2.8708746528625504
2019-06-28 21,,,15.42,2.750966863632201
2019-06-28 22,,,14.13,2.601336832046506
2019-06-28 23,,,13.66,2.4398834896087607
2019-06-29 00,,,13.9,2.100496168136591
2019-06-29 01,,,13.4,1.394655551910396
2019-06-29 02,,,13.42,0.8727511787414524
2019-06-29 03,,,14.2,0.7069866156578046
2019-06-29 04,,,14.21,0.6123719143867478
2019-06-29 05,,,15.38,0.570125911235808
2019-06-29 06,,,15.82,0.5573474478721607
2019-06-29 07,,,10.07,0.516083676815032
2019-06-29 08,,,9.08,0.4851335668563835
2019-06-29 09,,,9.74,0.4865705752372735
2019-06-29 10,,,10.39,0.5730635380744928
2019-06-29 11,,,9.98,0.8616825771331785
2019-06-29 12,,,8.8,1.1922202205657964
2019-06-29 13,,,7.94,1.5090335941314712
2019-06-29 14,,,11.02,1.763364706039431
2019-06-29 15,,,8.2,1.9613981628418
2019-06-29 16,,,6.1,2.145152463912967
2019-06-29 17,,,9.67,2.3139000511169465
2019-06-29 18,,,15.83,2.431224927902225
2019-06-29 19,,,18.81,2.606684474945072
2019-06-29 20,,,23.99,2.7946952629089385
2019-06-29 21,,,21.75,2.865308475494387
2019-06-29 22,,,18.62,2.7860733795166044
2019-06-29 23,,,9.03,2.5093323516845736
2019-06-30 00,,,6.05,2.250071687698367
2019-06-30 01,,,2.42,1.9272738361358663
2019-06-30 02,,,1.28,1.4387114572525044
2019-06-30 03,,,17.56,1.2426971578598034
2019-06-30 04,,,12.7,1.0144685816764836
2019-06-30 05,,,5.94,0.8951883268356322
2019-06-30 06,,,4.26,0.9841096210479728
2019-06-30 07,,,5.21,0.9248469829559314
2019-06-30 08,,,12.3,0.8773713684082016
2019-06-30 09,,,25.99,0.800027918815611
2019-06-30 10,,,24.19,0.8171628093719465
2019-06-30 11,,,13.35,1.021035151481627
2019-06-30 12,,,7.47,1.2981763887405382
2019-06-30 13,,,5.46,1.5911063671112051
2019-06-30 14,,,6.53,1.8985156297683712
2019-06-30 15,,,6.41,2.233173303604126
2019-06-30 16,,,7.64,2.6001725387573247
2019-06-30 17,,,14.39,2.985179872512818
2019-06-30 18,,,13.01,3.3530522918701178
2019-06-30 19,,,13.31,3.706663751602173
2019-06-30 20,,,12.74,4.054236202239991
2019-06-30 21,,,14.23,4.395187587738038
2019-06-30 22,,,17.9,4.683679428100587
2019-06-30 23,,,21.96,4.626999588012696
2019-07-01 00,,,,3.057721147537233
2019-07-01 01,,,,2.2335735225677498
2019-07-01 02,,,,1.9554684114456184
2019-07-01 03,,,,1.7418278264999396
2019-07-01 04,,,,1.6261219882965094
2019-07-01 05,,,,1.5737350893020638
2019-07-01 06,,,,1.6649210357666009
2019-07-01 07,,,,1.6617014169692987
2019-07-01 08,,,,1.655207591056823
2019-07-01 09,,,,1.6326338958740223
2019-07-01 10,,,,1.652642855644225
2019-07-01 11,,,,1.8289938354492172
2019-07-01 12,,,,2.023261899948119
2019-07-01 13,,,,2.1946471881866443
2019-07-01 14,,,,2.3585016536712637
2019-07-01 15,,,,2.549459161758421
2019-07-01 16,,,,2.7919667911529524
2019-07-01 17,,,,3.0581941032409654
2019-07-01 18,,,,3.2462048053741444
2019-07-01 19,,,,3.3533797454833976
2019-07-01 20,,,,3.4307230663299557
2019-07-01 21,,,,3.524037218093872
2019-07-01 22,,,,3.624190797805787
2019-07-01 23,,,,3.635032043457033
2019-07-02 00,,,,3.2942990112304686
2019-07-02 01,,,,2.910128307342528
2019-07-02 02,,,,2.6364069080352768
2019-07-02 03,,,,2.3333995532989524
2019-07-02 04,,,,2.3990650463104277
2019-07-02 05,,,,2.3829855298996
2019-07-02 06,,,,2.26375050067902
2019-07-02 07,,,,2.2532367515564005
2019-07-02 08,,,,2.187043724060062
2019-07-02 09,,,,2.1116465854644817
2019-07-02 10,,,,2.083670597076421
2019-07-02 11,,,,2.29960278987885
2019-07-02 12,,,,2.5769804954528857
2019-07-02 13,,,,2.8596331787109417
2019-07-02 14,,,,2.660053730010987
2019-07-02 15,,,,2.78418158531189
2019-07-02 16,,,,2.8763315963745115
2019-07-02 17,,,,2.968372526168823
2019-07-02 18,,,,3.0994488334655754
2019-07-02 19,,,,3.2295792579650864
2019-07-02 20,,,,3.3314063835144023
2019-07-02 21,,,,3.4185723972320536
2019-07-02 22,,,,3.4972982120513905
2019-07-02 23,,,,3.5120683383941644
2019-07-03 00,,,,3.4132972717285157
2019-07-03 01,,,,3.187124767303467
2019-07-03 02,,,,2.7913156414031994
2019-07-03 03,,,,2.311280775070192
2019-07-03 04,,,,2.0204971075058
2019-07-03 05,,,,1.874250211715701
2019-07-03 06,,,,1.346488728523255
2019-07-03 07,,,,1.3573299169540411
2019-07-03 08,,,,1.4274701356887822
2019-07-03 09,,,,1.5357727813720707
2019-07-03 10,,,,1.6410376882553106
2019-07-03 11,,,,1.7635830068588263
2019-07-03 12,,,,1.8670288848876968
2019-07-03 13,,,,1.9543040657043471
2019-07-03 14,,,,1.9988873672485368
2019-07-03 15,,,,1.9916660976409928
2019-07-03 16,,,,1.9928301858902
2019-07-03 17,,,,2.0057086086273217
2019-07-03 18,,,,2.020297017097476
2019-07-03 19,,,,2.09038271903992
2019-07-03 20,,,,2.174656453132632
2019-07-03 21,,,,2.295346364974977
2019-07-03 22,,,,2.35453631401062
2019-07-03 23,,,,2.318993253707885
2019-07-04 00,,,,2.3556640052795417
2019-07-04 01,,,,2.1118285655975364
2019-07-04 02,,,,1.4390025424957291
2019-07-04 03,,,,0.9900758981704724
2019-07-04 04,,,,0.7819562745094311
2019-07-04 05,,,,0.6423215293884287
2019-07-04 06,,,,0.4667936253547677
2019-07-04 07,,,,0.4552021026611336
2019-07-04 08,,,,0.4902767741680153
2019-07-04 09,,,,0.5658649337291726
2019-07-04 10,,,,0.6988481736183176
2019-07-04 11,,,,0.8798553943634047
2019-07-04 12,,,,1.0274561738967916
2019-07-04 13,,,,1.065172896385195
2019-07-04 14,,,,1.1672000288963345
2019-07-04 15,,,,1.1943029952049289
2019-07-04 16,,,,1.231828718185428
2019-07-04 17,,,,1.3117279434204134
2019-07-04 18,,,,1.4039597678184546
2019-07-04 19,,,,1.517328360080723
2019-07-04 20,,,,1.6675953745842027
2019-07-04 21,,,,1.854550635814672
2019-07-04 22,,,,2.050492467880255
2019-07-04 23,,,,2.1539205408096382
2019-07-05 00,,,,2.157721552848823
2019-07-05 01,,,,1.621065363883977
2019-07-05 02,,,,1.103654036521914
2019-07-05 03,,,,0.8090321493148815
2019-07-05 04,,,,0.6992118382453926
2019-07-05 05,,,,0.635441226959229
2019-07-05 06,,,,0.7413200330734255
2019-07-05 07,,,,0.7218477654457094
2019-07-05 08,,,,0.7291782999038698
2019-07-05 09,,,,0.7301696515083315
2019-07-05 10,,,,0.7878861737251284
2019-07-05 11,,,,1.0299391126632698
2019-07-05 12,,,,1.2583040904998797
2019-07-05 13,,,,1.4203942632675195
2019-07-05 14,,,,1.5701153278350866
2019-07-05 15,,,,1.7644378709793136
2019-07-05 16,,,,2.018878054618841
2019-07-05 17,,,,2.315209717750556
2019-07-05 18,,,,2.6484122467041096
2019-07-05 19,,,,2.998313231468209
2019-07-05 20,,,,3.28855174064637
2019-07-05 21,,,,3.505519990921026
2019-07-05 22,,,,3.6640282058715856
2019-07-05 23,,,,3.740029087066653
2019-07-06 00,,,,3.5515040588378906
2019-07-06 01,,,,2.4513070774078343
2019-07-06 02,,,,1.3246081399917575
2019-07-06 03,,,,0.8568713378906232
2019-07-06 04,,,,0.6690243101119979
2019-07-06 05,,,,0.5741913008689866
2019-07-06 06,,,,0.5499714565277088
2019-07-06 07,,,,0.5088531875610341
2019-07-06 08,,,,0.4679441118240348
2019-07-06 09,,,,0.4525736570358269
2019-07-06 10,,,,0.5659694457054133
2019-07-06 11,,,,0.8678580451011656
2019-07-06 12,,,,1.2156124734878544
2019-07-06 13,,,,1.5609658527374275
2019-07-06 14,,,,1.8337964153289807
2019-07-06 15,,,,1.9985242938995371
2019-07-06 16,,,,2.081727342605592
2019-07-06 17,,,,2.084384469985962
2019-07-06 18,,,,1.9727696323394777
2019-07-06 19,,,,1.8151790046691905
2019-07-06 20,,,,1.618766670227053
2019-07-06 21,,,,1.5171281003952053
2019-07-06 22,,,,1.563857979774478
2019-07-06 23,,,,1.6643207788467438
2019-07-07 00,,,,1.665121073722842
2019-07-07 01,,,,1.525186223983767
2019-07-07 02,,,,1.1988231372833262
2019-07-07 03,,,,0.9574978256225584
2019-07-07 04,,,,0.7609833097457877
2019-07-07 05,,,,0.6500522565841663
2019-07-07 06,,,,0.595482585430144
2019-07-07 07,,,,0.5747278928756702
2019-07-07 08,,,,0.5282799983024585
2019-07-07 09,,,,0.4866433429718007
2019-07-07 10,,,,0.5549736618995658
2019-07-07 11,,,,0.8457755112648004
2019-07-07 12,,,,1.1757947397232058
2019-07-07 13,,,,1.458265705108644
2019-07-07 14,,,,1.658136320114138
2019-07-07 15,,,,1.8147875928878816
2019-07-07 16,,,,2.0071275329589886
2019-07-07 17,,,,2.2513814449310354
2019-07-07 18,,,,2.521210365295416
2019-07-07 19,,,,2.78123509407044
2019-07-07 20,,,,2.968991250991825
2019-07-07 21,,,,3.085078830718997
2019-07-07 22,,,,3.1809030342102065
2019-07-07 23,,,,3.194145545959473
2019-07-08 00,,,,2.878914823532104
2019-07-08 01,,,,2.0959860038757303
2019-07-08 02,,,,1.434184322357175
2019-07-08 03,,,,1.0350959014892551
2019-07-08 04,,,,0.7849121284484841
2019-07-08 05,,,,0.6266782212257366
2019-07-08 06,,,,0.54268639564514
2019-07-08 07,,,,0.4633966469764695
2019-07-08 08,,,,0.4274534130096424
2019-07-08 09,,,,0.4396770286560048
2019-07-08 10,,,,0.6147274541854847
2019-07-08 11,,,,0.9656832933425896
2019-07-08 12,,,,1.31673002243042
2019-07-08 13,,,,1.6006015348434457
2019-07-08 14,,,,1.838998312950136
2019-07-08 15,,,,2.090455441474917
2019-07-08 16,,,,2.3262328672409085
2019-07-08 17,,,,2.507367715835574
2019-07-08 18,,,,2.6122870635986346
2019-07-08 19,,,,2.6559792518615737
2019-07-08 20,,,,2.6325869655609138
2019-07-08 21,,,,2.5605913352966305
2019-07-08 22,,,,2.5015832805633544
2019-07-08 23,,,,2.4786641120910646
2019-07-09 00,,,,2.3745451831817634
2019-07-09 01,,,,1.9908838987350468
2019-07-09 02,,,,1.350035848617553
2019-07-09 03,,,,1.016505842208861
2019-07-09 04,,,,0.8214556217193589
2019-07-09 05,,,,0.7202106761932358
2019-07-09 06,,,,0.6840309691429123
2019-07-09 07,,,,0.6473328542709336
2019-07-09 08,,,,0.639884107112883
